name	userid	followers	followees	bio	time
lassennps	2882029013	18613	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-15 01:45:39.580919
mesaverdenps	5622637824	9010	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-15 01:45:40.195881
mountrainiernps	2283825324	206511	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-15 01:45:45.640021
northcascadesnps	2259211667	2606	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-15 01:45:47.495042
petrifiedforestnps	1990334915	70415	158	Official Instagram account of Petrified Forest National Park.	2019-06-15 01:45:50.229358
pinnaclesnps	2011066695	6789	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-15 01:45:51.050942
redwoodnps	1391125239	166149	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-15 01:45:52.483898
shenandoahnps	2033357393	165359	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-15 01:45:55.350333
theodorerooseveltnps	2246895965	22537	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-15 01:45:58.203020
virginislandsnps	3277023238	17141	298	www.facebook.com/virginislandsnps	2019-06-15 01:46:01.621674
voyageursnps	2028226261	19130	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-15 01:46:02.415598
windcavenps	4160478881	31383	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-15 01:46:04.055071
wrangellstenps	2224972819	13274	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-15 01:46:05.180510
yellowstonenps	1565107527	849225	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-15 01:46:05.795481
yosemitenps	789230703	1482465	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-15 01:46:08.767274
zionnps	366372542	607170	155	The official Instagram account of Zion National Park.	2019-06-15 01:46:09.686260
nationalparkservice	1684126013	1734636	536	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-15 01:46:11.426583
nationalparksguide	9903633791	12845	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-15 01:46:12.861848
usinterior	174435186	1922289	6526	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-15 01:46:13.986218
nationalparklife	1465851905	20219	500	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-15 01:46:15.010807
acadianps	1760113310	229786	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-15 10:51:12.699440
archesnps	716395539	195699	107	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-15 10:51:16.183965
badlandsnps	1396437996	142081	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-15 10:51:19.483262
bigbendnps	1647920220	148412	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-15 10:51:20.593882
biscaynenps	1974033687	60188	718	The official Instagram account of Biscayne National Park.	2019-06-15 10:51:25.934272
blackcanyonnps	2301465471	23109	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-15 10:51:27.438372
brycecanyonnps	1676679171	45989	409	#BryceCanyonNPS #discoverBryce	2019-06-15 10:51:28.970735
canyonlandsnps	2930922474	78319	95	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-15 10:51:29.790145
capitolreefnps	4813894759	50654	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-15 10:51:31.124260
carlsbadcavernsnps	6267424760	44298	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-15 10:51:31.633050
channelislandsnps	3228076453	24862	128	Official Instagram for Channel Islands National Park.	2019-06-15 10:51:33.783848
congareenps	264028197	11270	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-15 10:51:34.500333
craterlakenps	1991254373	13	0		2019-06-15 10:51:34.737053
cuyahogavalleynps	1989853670	52577	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-15 10:51:37.267422
deathvalleynps	2242696112	198885	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-15 10:51:41.874551
denalinps	2129963644	209344	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-15 10:51:42.821883
drytortugasnps	1636957301	51450	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-15 10:51:44.174335
evergladesnps	1130671543	48054	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-15 10:51:46.045971
gatewayarchnps	509351161	2921	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-15 10:51:51.497798
glaciernps	394363369	699035	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-15 10:51:52.317480
glacierbaynps	3440243649	40801	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-15 10:51:53.091255
grandcanyonnps	354926024	547838	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-15 10:51:53.648810
grandtetonnps	1586622205	404616	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-15 10:51:58.667587
greatbasinnps	511065143	1488	0		2019-06-15 10:51:59.295645
greatsanddunesnps	3021402145	15838	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-15 10:52:02.454837
guadalupemountainsnps	1271874892	64834	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-15 10:52:03.037434
haleakalanps	3501917180	23697	317	The official Instagram for Haleakalā National Park.	2019-06-15 10:52:03.433395
hawaiivolcanoesnps	1692328803	146894	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-15 10:52:05.120778
hotspringsnps	3045142398	2698	221	The official Instagram account of Hot Springs National Park.	2019-06-15 10:52:10.256276
indianadunesnps	2111944124	8071	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-15 10:52:14.025769
isleroyalenps	2304944165	26997	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-15 10:52:15.377070
joshuatreenps	1626724300	305343	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-15 10:52:20.802014
katmainps	2211589873	35822	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-15 10:52:22.729162
kenaifjordsnps	2029803905	44722	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-15 10:52:23.856423
kobukvalleynps	5719167751	2155	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-15 10:52:26.415618
lakeclarknps	1676030157	60878	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-15 10:52:27.541657
lassennps	2882029013	18622	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-15 10:52:29.590409
mesaverdenps	5622637824	9015	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-15 10:52:35.033852
mountrainiernps	2283825324	206578	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-15 10:52:35.836860
northcascadesnps	2259211667	2607	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-15 10:52:38.503215
petrifiedforestnps	1990334915	70446	158	Official Instagram account of Petrified Forest National Park.	2019-06-15 10:52:39.626894
pinnaclesnps	2011066695	6786	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-15 10:52:40.138636
redwoodnps	1391125239	166145	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-15 10:52:40.750765
shenandoahnps	2033357393	165417	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-15 10:52:41.364959
theodorerooseveltnps	2246895965	22544	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-15 10:52:41.877862
virginislandsnps	3277023238	17140	298	www.facebook.com/virginislandsnps	2019-06-15 10:52:42.491935
voyageursnps	2028226261	19144	181	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-15 10:52:43.208393
windcavenps	4160478881	31381	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-15 10:52:44.130023
wrangellstenps	2224972819	13285	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-15 10:52:44.769035
yellowstonenps	1565107527	849482	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-15 10:52:45.361195
yosemitenps	789230703	1482831	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-15 10:52:47.304388
zionnps	366372542	607287	156	The official Instagram account of Zion National Park.	2019-06-15 10:52:49.188571
nationalparkservice	1684126013	1735319	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-15 10:52:50.481314
nationalparksguide	9903633791	12848	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-15 10:52:51.093345
usinterior	174435186	1922160	6525	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-15 10:52:51.912210
nationalparklife	1465851905	20227	500	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-15 10:52:52.833709
acadianps	1760113310	229800	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-15 12:26:09.213070
archesnps	716395539	195723	107	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-15 12:26:11.780775
badlandsnps	1396437996	142084	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-15 12:26:13.003727
bigbendnps	1647920220	148416	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-15 12:26:19.046119
biscaynenps	1974033687	60189	718	The official Instagram account of Biscayne National Park.	2019-06-15 12:26:21.810132
blackcanyonnps	2301465471	23117	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-15 12:26:23.014012
brycecanyonnps	1676679171	45989	409	#BryceCanyonNPS #discoverBryce	2019-06-15 12:26:24.266424
canyonlandsnps	2930922474	78325	95	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-15 12:26:25.802937
capitolreefnps	4813894759	50651	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-15 12:26:30.820888
carlsbadcavernsnps	6267424760	44311	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-15 12:26:34.100492
channelislandsnps	3228076453	24861	128	Official Instagram for Channel Islands National Park.	2019-06-15 12:26:35.121929
congareenps	264028197	11270	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-15 12:26:36.862816
craterlakenps	1991254373	13	0		2019-06-15 12:26:37.693562
