name	userid	followers	followees	bio	time
haleakalanps	3501917180	23899	317	The official Instagram for Haleakalā National Park.	2019-06-19 12:57:54.932360
hawaiivolcanoesnps	1692328803	147502	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-19 12:57:57.901501
hotspringsnps	3045142398	2718	221	The official Instagram account of Hot Springs National Park.	2019-06-19 12:57:59.131828
indianadunesnps	2111944124	8204	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-19 12:58:00.338816
isleroyalenps	2304944165	27083	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-19 12:58:01.588586
joshuatreenps	1626724300	305983	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-19 12:58:03.228422
katmainps	2211589873	35796	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-19 12:58:05.069993
kenaifjordsnps	2029803905	44788	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-19 12:58:05.684139
kobukvalleynps	5719167751	2161	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-19 12:58:06.709154
lakeclarknps	1676030157	60992	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-19 12:58:08.550446
lassennps	2882029013	18705	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-19 12:58:09.471001
mesaverdenps	5622637824	9051	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-19 12:58:12.286019
mountrainiernps	2283825324	207063	169	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-19 12:58:15.821869
northcascadesnps	2259211667	2628	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-19 12:58:16.629478
petrifiedforestnps	1990334915	70782	158	Official Instagram account of Petrified Forest National Park.	2019-06-19 12:58:17.460757
pinnaclesnps	2011066695	6814	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-19 12:58:19.814858
redwoodnps	1391125239	166338	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-19 12:58:24.732627
shenandoahnps	2033357393	166059	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-19 12:58:28.110175
theodorerooseveltnps	2246895965	22558	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-19 12:58:29.646994
virginislandsnps	3277023238	17154	298	www.facebook.com/virginislandsnps	2019-06-19 12:58:30.258724
voyageursnps	2028226261	19280	182	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-19 12:58:32.717079
windcavenps	4160478881	31388	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-19 12:58:38.043322
wrangellstenps	2224972819	13438	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-19 12:58:38.451360
yellowstonenps	1565107527	853313	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-19 12:58:40.295654
yosemitenps	789230703	1486480	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-19 12:58:41.868483
zionnps	366372542	609630	156	The official Instagram account of Zion National Park.	2019-06-19 12:58:42.240512
nationalparkservice	1684126013	1745288	537	The official Instagram for America's Best Idea! Tag: @nationalparkservice	2019-06-19 12:58:43.060164
nationalparksguide	9903633791	12865	85	"🏞🌄🏔
Discovering the beauty of the National Parks - TAG us for a feature!"	2019-06-19 12:58:43.672858
usinterior	174435186	1924938	6523	Protecting America’s Great Outdoors and Powering Our Future. This is the official account for the Department.	2019-06-19 12:58:46.239430
nationalparklife	1465851905	20265	504	A Lifelong Devotion To Explore Our National Treasures | Tag/Use #nationalparklife for feature | Tap Link For Posters, Stickers, & Gifts	2019-06-19 12:58:48.538667
acadianps	1760113310	230760	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-20 15:43:11.705367
archesnps	716395539	196811	108	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-20 15:43:14.435113
badlandsnps	1396437996	142428	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-20 15:43:17.203370
bigbendnps	1647920220	148940	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-20 15:43:18.911822
biscaynenps	1974033687	60344	718	The official Instagram account of Biscayne National Park.	2019-06-20 15:43:19.986988
blackcanyonnps	2301465471	23390	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-20 15:43:21.374451
brycecanyonnps	1676679171	45972	409	#BryceCanyonNPS #discoverBryce	2019-06-20 15:43:25.980540
canyonlandsnps	2930922474	78626	96	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-20 15:43:27.529622
capitolreefnps	4813894759	50945	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-20 15:43:27.948289
carlsbadcavernsnps	6267424760	45131	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-20 15:43:28.624496
channelislandsnps	3228076453	24935	128	Official Instagram for Channel Islands National Park.	2019-06-20 15:43:29.981882
congareenps	264028197	11289	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-20 15:43:33.897209
craterlakenps	1991254373	13	0		2019-06-20 15:43:34.051334
cuyahogavalleynps	1989853670	52815	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-20 15:43:37.188102
deathvalleynps	2242696112	199656	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-20 15:43:38.177937
denalinps	2129963644	210505	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-20 15:43:41.327625
drytortugasnps	1636957301	51456	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-20 15:43:47.065585
evergladesnps	1130671543	48338	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-20 15:43:51.455650
gatewayarchnps	509351161	2963	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-20 15:43:52.679083
glaciernps	394363369	700606	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-20 15:43:54.867682
glacierbaynps	3440243649	41402	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-20 15:43:58.944507
grandcanyonnps	354926024	548855	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-20 15:43:59.610533
grandtetonnps	1586622205	406385	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-20 15:44:00.810166
greatbasinnps	511065143	1490	0		2019-06-20 15:44:01.581489
greatsanddunesnps	3021402145	15951	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-20 15:44:06.193927
guadalupemountainsnps	1271874892	64969	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-20 15:44:06.962505
haleakalanps	3501917180	23963	317	The official Instagram for Haleakalā National Park.	2019-06-20 15:44:10.051626
hawaiivolcanoesnps	1692328803	147649	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-20 15:44:12.070626
hotspringsnps	3045142398	2718	221	The official Instagram account of Hot Springs National Park.	2019-06-20 15:44:14.212581
indianadunesnps	2111944124	8257	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-20 15:44:15.431797
isleroyalenps	2304944165	27104	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-20 15:44:16.556870
joshuatreenps	1626724300	306135	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-20 15:44:19.528317
katmainps	2211589873	35789	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-20 15:44:19.913358
kenaifjordsnps	2029803905	44798	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-20 15:44:25.268618
kobukvalleynps	5719167751	2157	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-20 15:44:29.390284
lakeclarknps	1676030157	61027	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-20 15:44:30.821639
lassennps	2882029013	18726	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-20 15:44:33.215153
mesaverdenps	5622637824	9050	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-20 15:44:33.570080
mountrainiernps	2283825324	207166	174	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-20 15:44:34.600255
northcascadesnps	2259211667	2629	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-20 15:44:34.955639
petrifiedforestnps	1990334915	70905	158	Official Instagram account of Petrified Forest National Park.	2019-06-20 15:44:36.712592
pinnaclesnps	2011066695	6823	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-20 15:44:37.499284
redwoodnps	1391125239	166388	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-20 15:44:38.600723
shenandoahnps	2033357393	166223	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-20 15:44:40.083741
theodorerooseveltnps	2246895965	22561	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-20 15:44:40.679636
virginislandsnps	3277023238	17153	298	www.facebook.com/virginislandsnps	2019-06-20 15:44:41.574138
voyageursnps	2028226261	19333	182	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-20 15:44:42.099798
windcavenps	4160478881	31381	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-20 15:44:43.813800
wrangellstenps	2224972819	13471	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-20 15:44:44.231506
yellowstonenps	1565107527	854389	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-20 15:44:44.919613
yosemitenps	789230703	1487242	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-20 15:44:45.875919
zionnps	366372542	610185	156	The official Instagram account of Zion National Park.	2019-06-20 15:44:51.051934
acadianps	1760113310	230780	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-20 22:58:29.825659
archesnps	716395539	196892	108	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-20 22:58:34.490076
badlandsnps	1396437996	142471	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-20 22:58:34.845708
bigbendnps	1647920220	148981	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-20 22:58:35.960053
biscaynenps	1974033687	60359	718	The official Instagram account of Biscayne National Park.	2019-06-20 22:58:36.821607
blackcanyonnps	2301465471	23404	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-20 22:58:37.246291
brycecanyonnps	1676679171	45969	409	#BryceCanyonNPS #discoverBryce	2019-06-20 22:58:40.429629
canyonlandsnps	2930922474	78650	96	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-20 22:58:41.697092
capitolreefnps	4813894759	50979	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-20 22:58:44.278694
carlsbadcavernsnps	6267424760	45195	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-20 22:58:46.803939
channelislandsnps	3228076453	24935	128	Official Instagram for Channel Islands National Park.	2019-06-20 22:58:47.997138
congareenps	264028197	11286	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-20 22:58:49.514440
craterlakenps	1991254373	13	0		2019-06-20 22:58:49.980855
cuyahogavalleynps	1989853670	52828	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-20 22:58:53.632581
deathvalleynps	2242696112	199705	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-20 22:58:58.130032
denalinps	2129963644	210599	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-20 22:59:00.636715
drytortugasnps	1636957301	51461	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-20 22:59:02.148998
evergladesnps	1130671543	48378	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-20 22:59:03.737835
gatewayarchnps	509351161	2963	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-20 22:59:04.045836
glaciernps	394363369	700706	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-20 22:59:05.272877
glacierbaynps	3440243649	41470	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-20 22:59:06.281154
grandcanyonnps	354926024	548873	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-20 22:59:07.419597
grandtetonnps	1586622205	406537	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-20 22:59:10.397510
greatbasinnps	511065143	1490	0		2019-06-20 22:59:11.767249
greatsanddunesnps	3021402145	15953	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-20 22:59:13.543552
guadalupemountainsnps	1271874892	64977	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-20 22:59:15.645659
haleakalanps	3501917180	23999	317	The official Instagram for Haleakalā National Park.	2019-06-20 22:59:16.757539
hawaiivolcanoesnps	1692328803	147710	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-20 22:59:20.461118
hotspringsnps	3045142398	2719	221	The official Instagram account of Hot Springs National Park.	2019-06-20 22:59:22.683420
indianadunesnps	2111944124	8271	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-20 22:59:22.986676
isleroyalenps	2304944165	27111	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-20 22:59:26.157902
joshuatreenps	1626724300	306183	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-20 22:59:26.560650
katmainps	2211589873	35792	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-20 22:59:28.187333
kenaifjordsnps	2029803905	44811	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-20 22:59:30.064549
kobukvalleynps	5719167751	2159	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-20 22:59:31.277058
lakeclarknps	1676030157	61035	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-20 22:59:32.186364
lassennps	2882029013	18733	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-20 22:59:34.538820
mesaverdenps	5622637824	9050	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-20 22:59:34.995996
mountrainiernps	2283825324	207218	174	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-20 22:59:36.433717
northcascadesnps	2259211667	2631	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-20 22:59:37.175714
petrifiedforestnps	1990334915	70950	158	Official Instagram account of Petrified Forest National Park.	2019-06-20 22:59:38.381640
pinnaclesnps	2011066695	6824	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-20 22:59:39.125633
redwoodnps	1391125239	166419	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-20 22:59:40.201607
shenandoahnps	2033357393	166278	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-20 22:59:41.404098
theodorerooseveltnps	2246895965	22566	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-20 22:59:43.490267
virginislandsnps	3277023238	17153	298	www.facebook.com/virginislandsnps	2019-06-20 22:59:44.057248
voyageursnps	2028226261	19354	182	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-20 22:59:47.665720
windcavenps	4160478881	31382	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-20 22:59:48.485673
wrangellstenps	2224972819	13489	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-20 22:59:52.690989
yellowstonenps	1565107527	854718	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-20 22:59:54.325260
yosemitenps	789230703	1487393	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-20 22:59:55.891211
zionnps	366372542	610330	156	The official Instagram account of Zion National Park.	2019-06-20 22:59:57.695494
acadianps	1760113310	230791	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-21 06:05:54.578225
archesnps	716395539	196936	108	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-21 06:05:59.923173
badlandsnps	1396437996	142485	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-21 06:06:00.316480
bigbendnps	1647920220	148992	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-21 06:06:00.715980
biscaynenps	1974033687	60365	718	The official Instagram account of Biscayne National Park.	2019-06-21 06:06:01.952022
blackcanyonnps	2301465471	23413	145	Black Canyon of the Gunnison is home to some of the steepest cliffs, oldest rock, and craggiest spires in North America. @blackcanyonnps	2019-06-21 06:06:05.557249
brycecanyonnps	1676679171	45965	409	#BryceCanyonNPS #discoverBryce	2019-06-21 06:06:06.822000
canyonlandsnps	2930922474	78652	96	The official Instagram of Canyonlands National Park. #CanyonlandsNPS @CanyonlandsNPS	2019-06-21 06:06:07.802653
capitolreefnps	4813894759	50995	60	The official feed for Capitol Reef National Park. Tag your photos #capitolreefnps if you'd like to be featured in our feed.	2019-06-21 06:06:11.882039
carlsbadcavernsnps	6267424760	45223	210	Official Instagram account of Carlsbad Caverns National Park. Tag us #CarlsbadCaverns #FindYourPark #EncuentraTuParque 🦇	2019-06-21 06:06:14.761791
channelislandsnps	3228076453	24941	128	Official Instagram for Channel Islands National Park.	2019-06-21 06:06:15.447354
congareenps	264028197	11286	373	The official Instagram of Congaree National Park. Check out www.findyourpark.com to see how you can Find Your Park!	2019-06-21 06:06:16.833343
craterlakenps	1991254373	13	0		2019-06-21 06:06:17.991885
cuyahogavalleynps	1989853670	52837	336	The official Instagram of Cuyahoga Valley National Park.	2019-06-21 06:06:18.986602
deathvalleynps	2242696112	199736	134	Death Valley: the lowest & driest place in North America, hottest place on Earth & more! Tag @deathvalleynps & share #DeathValleyLove to be featured!	2019-06-21 06:06:19.464457
denalinps	2129963644	210641	158	DenaliNPS is an official site established by the National Park Service in Aug 2015 to represent Denali National Park and Preserve in Alaska.	2019-06-21 06:06:20.666134
drytortugasnps	1636957301	51461	97	The official Dry Tortugas National Park Instagram account. 🐟🌴☀️ Tag your photos #DryTortugas	2019-06-21 06:06:22.597279
evergladesnps	1130671543	48393	388	America's Everglades – The largest subtropical wilderness in the United States! Tag your photos #EvergladesNationalPark	2019-06-21 06:06:24.249595
gatewayarchnps	509351161	2964	505	Official Instagram account for Gateway Arch National Park in St. Louis, Missouri, home of the Gateway Arch and historic Old Courthouse. #gatewayarch	2019-06-21 06:06:24.580731
glaciernps	394363369	700734	241	"Plan your trip responsibly. Check out our webpage for more info!
🏔"	2019-06-21 06:06:25.310954
glacierbaynps	3440243649	41491	138	Welcome to the official Instagram account for Glacier Bay National Park and Preserve. Tag #GlacierBay to share your experiences.	2019-06-21 06:06:26.492666
grandcanyonnps	354926024	548905	48	Official Instagram site for Grand Canyon Nat. Park. Photos posted are US Govt work, unless stated otherwise & photog cited. @GrandCanyonNPS on Twitter	2019-06-21 06:06:27.581420
grandtetonnps	1586622205	406605	125	This is the official Instagram for Grand Teton National Park. Use #mygrandteton for a chance to be featured.	2019-06-21 06:06:27.943297
greatbasinnps	511065143	1491	0		2019-06-21 06:06:30.401563
greatsanddunesnps	3021402145	15955	174	The official Instagram for Great Sand Dunes National Park and Preserve.	2019-06-21 06:06:32.777772
guadalupemountainsnps	1271874892	64989	267	"Official account for Guadalupe Mountains NP, home to the most extensive exposed fossil reef on Earth & the highest peak in Texas.
#guadalupemountains"	2019-06-21 06:06:34.549671
haleakalanps	3501917180	24008	317	The official Instagram for Haleakalā National Park.	2019-06-21 06:06:36.928949
hawaiivolcanoesnps	1692328803	147736	597	Official Instagram site of Hawaiʻi Volcanoes National Park. #HVNPWelcomeBack #HawaiiVolcanoes #NationalPark @Volcanoes_NPS on Twitter	2019-06-21 06:06:41.036346
hotspringsnps	3045142398	2719	221	The official Instagram account of Hot Springs National Park.	2019-06-21 06:06:43.166748
indianadunesnps	2111944124	8277	184	The official Instagram of Indiana Dunes National Park. #IndianaDunesNPS	2019-06-21 06:06:44.671282
isleroyalenps	2304944165	27113	292	Use #isleroyalenps for a chance to be featured! Official Instagram profile of Isle Royale National Park, a remote archipelago in Lake Superior.	2019-06-21 06:06:45.202712
joshuatreenps	1626724300	306209	327	Official Instagram of Joshua Tree National Park. We like photography, the desert and keeping Joshua Tree wild!	2019-06-21 06:06:46.545948
katmainps	2211589873	35793	72	Share your photos of Katmai National Park and Preserve. Tag @katmainps	2019-06-21 06:06:47.205756
kenaifjordsnps	2029803905	44814	274	The official Instagram of Kenai Fjords National Park. Tag #myKenaiFjords to share your experiences.	2019-06-21 06:06:49.378743
kobukvalleynps	5719167751	2161	226	The official account for Kobuk Valley National Park in Alaska. Tag your photos with #KobukValleyNPS for a chance to be featured.	2019-06-21 06:06:52.004542
lakeclarknps	1676030157	61041	257	This is the official account for Lake Clark National Park & Preserve in Alaska.	2019-06-21 06:06:53.631363
lassennps	2882029013	18736	41	"🔵 hundreds of glacially-carved lakes
♨️ bubbling pools of acid
🌋 ALL FOUR types of volcanoes
🌌✨—and a beautiful, glittering dark night sky"	2019-06-21 06:06:54.740029
mesaverdenps	5622637824	9052	138	Mesa Verde NP contains nearly 5,000 archeological sites constructed by the Ancestral Pueblo people over 700 years ago. Share your #MesaVerdeMemories!	2019-06-21 06:06:55.219776
mountrainiernps	2283825324	207233	174	This is the official Mount Rainier National Park Instagram. Tag #mountrainiernps to be featured on our page!	2019-06-21 06:06:57.828207
northcascadesnps	2259211667	2632	35	The (unofficial) Instagram of North Cascades National Park, Washington	2019-06-21 06:06:59.891599
petrifiedforestnps	1990334915	70975	158	Official Instagram account of Petrified Forest National Park.	2019-06-21 06:07:00.989960
pinnaclesnps	2011066695	6821	158	Official Instagram account for Pinnacles National Park. Tag us or share your park memories using #PinnaclesMoments for a chance to be featured.	2019-06-21 06:07:03.029975
redwoodnps	1391125239	166430	92	Official site of Redwood National and State Parks - 133,000 acres of majestic beauty, including the world's tallest trees and 40 miles of coastline.	2019-06-21 06:07:05.921752
shenandoahnps	2033357393	166314	163	Official Instagram account of Shenandoah National Park. #ShenNPS	2019-06-21 06:07:07.460852
theodorerooseveltnps	2246895965	22569	149	The official Instagram account of Theodore Roosevelt National Park. Tag us or use #myTRNP for a chance to be featured!	2019-06-21 06:07:08.667678
virginislandsnps	3277023238	17155	298	www.facebook.com/virginislandsnps	2019-06-21 06:07:10.565082
voyageursnps	2028226261	19361	182	The official Instagram account for Voyageurs National Park. #FindYourPark	2019-06-21 06:07:11.970585
windcavenps	4160478881	31381	253	Official Instagram of Wind Cave National Park. #WindCaveNPS #WindCaveNP #WindCaveNationalPark. Use #ShareWICA to be featured on one of our pages!	2019-06-21 06:07:13.285253
wrangellstenps	2224972819	13492	251	Official Instagram for Wrangell-St. Elias National Park. Volcanoes, glaciers, copper, wilderness, whales, and so much more! Tag with #wrangellstenps	2019-06-21 06:07:14.054801
yellowstonenps	1565107527	854904	186	Take the pledge.👇🏽Tell a friend. Tag #YellowstonePledge.	2019-06-21 06:07:16.128012
yosemitenps	789230703	1487553	66	Yosemite National Park is known for its waterfalls, deep valleys, grand meadows, ancient giant sequoias, wilderness, & more.	2019-06-21 06:07:16.634829
zionnps	366372542	610412	156	The official Instagram account of Zion National Park.	2019-06-21 06:07:18.451754
acadianps	1760113310	230819	132	This is the official Instagram account for Acadia National Park in Bar Harbor, Maine.	2019-06-21 13:12:55.328672
archesnps	716395539	197002	108	Official Instagram site for Arches National Park. #ArchesNPS @ArchesNPS	2019-06-21 13:12:56.058578
badlandsnps	1396437996	142503	262	Official Instagram of Badlands National Park. Share photos: #badlandsnps	2019-06-21 13:12:57.814100
bigbendnps	1647920220	149036	164	"Official Instagram of Big Bend National Park and Rio Grande Wild & Scenic River. #BigBendNPS #RioGrandeNPS #HikeBigBend #BigBend
www.nps.gov/rigr &"	2019-06-21 13:12:58.289389
biscaynenps	1974033687	60375	718	The official Instagram account of Biscayne National Park.	2019-06-21 13:12:58.866849
